team,city,nickname,league,division,season,home_attend,runs_scored,runs_allowed,wins,losses,games_behind
LA,Los Angeles,Dodgers,NL,West,1982,3608881,691,612,88,74,1
LA,Los Angeles,Dodgers,NL,West,1983,3510313,654,609,91,71,0
LA,Los Angeles,Dodgers,NL,West,1984,3134824,580,600,79,83,13
LA,Los Angeles,Dodgers,NL,West,1985,3264593,682,579,95,67,0
LA,Los Angeles,Dodgers,NL,West,1986,3023208,638,679,73,89,23
LA,Los Angeles,Dodgers,NL,West,1987,2797409,635,675,73,89,17
LA,Los Angeles,Dodgers,NL,West,1988,2980262,628,544,94,67,0
LA,Los Angeles,Dodgers,NL,West,1989,2944653,554,536,77,83,14
LA,Los Angeles,Dodgers,NL,West,1990,3002396,728,685,86,76,5
LA,Los Angeles,Dodgers,NL,West,1991,3348170,665,565,93,96,1
LA,Los Angeles,Dodgers,NL,West,1992,2473266,548,636,63,99,35
LA,Los Angeles,Dodgers,NL,West,1993,3170392,675,662,81,81,23
LA,Los Angeles,Dodgers,NL,West,1994,2279355,532,509,58,56,0
LA,Los Angeles,Dodgers,NL,West,1995,2766251,634,609,78,66,0
LA,Los Angeles,Dodgers,NL,West,1996,3188454,703,652,90,72,1
LA,Los Angeles,Dodgers,NL,West,1997,3319504,742,645,88,74,2
LA,Los Angeles,Dodgers,NL,West,1998,3089201,669,678,83,79,15
LA,Los Angeles,Dodgers,NL,West,1999,3095346,793,787,77,85,23
LA,Los Angeles,Dodgers,NL,West,2000,3010819,798,729,86,76,11
MIL,Milwaukee,Brewers,AL,East,1970,933690,613,751,65,97,33
MIL,Milwaukee,Brewers,AL,East,1971,731531,534,609,69,92,32
MIL,Milwaukee,Brewers,AL,East,1972,600440,493,595,65,91,21
MIL,Milwaukee,Brewers,AL,East,1973,1092158,708,731,74,88,23
MIL,Milwaukee,Brewers,AL,East,1974,955741,647,660,76,86,15
MIL,Milwaukee,Brewers,AL,East,1975,1213357,675,792,68,94,28
MIL,Milwaukee,Brewers,AL,East,1976,1012164,570,655,66,95,32
MIL,Milwaukee,Brewers,AL,East,1977,1114938,639,765,67,95,33
MIL,Milwaukee,Brewers,AL,East,1978,1601406,804,650,93,69,6.5
MIL,Milwaukee,Brewers,AL,East,1979,1918343,807,722,95,66,8
MIL,Milwaukee,Brewers,AL,East,1980,1857408,811,682,86,76,17
MIL,Milwaukee,Brewers,AL,East,1981,874292,493,459,62,47,0
MIL,Milwaukee,Brewers,AL,East,1982,1978896,891,717,95,67,0
MIL,Milwaukee,Brewers,AL,East,1983,2397131,764,708,87,75,11
MIL,Milwaukee,Brewers,AL,East,1984,1608509,641,734,67,94,36.5
MIL,Milwaukee,Brewers,AL,East,1985,1360265,690,802,71,90,28
MIL,Milwaukee,Brewers,AL,East,1986,1265041,667,734,77,84,18
MIL,Milwaukee,Brewers,AL,East,1987,1909244,862,817,91,71,7
MIL,Milwaukee,Brewers,AL,East,1988,1923238,682,616,87,75,2
MIL,Milwaukee,Brewers,AL,East,1989,1970735,707,679,81,81,8
MIL,Milwaukee,Brewers,AL,East,1990,1752900,732,760,74,88,14
MIL,Milwaukee,Brewers,AL,East,1991,1478729,799,744,83,79,8
MIL,Milwaukee,Brewers,AL,East,1992,1857351,740,604,92,70,4
MIL,Milwaukee,Brewers,AL,East,1993,1688080,733,792,69,93,26
MIL,Milwaukee,Brewers,AL,Cent,1994,1268399,547,586,53,62,18
MIL,Milwaukee,Brewers,AL,Cent,1995,1087560,740,747,65,79,35
MIL,Milwaukee,Brewers,AL,Cent,1996,1327155,894,899,80,82,19.5
MIL,Milwaukee,Brewers,AL,Cent,1997,1444027,681,742,78,83,8
MIL,Milwaukee,Brewers,NL,Cent,1998,1811548,707,812,74,88,28
MIL,Milwaukee,Brewers,NL,Cent,1999,1701796,815,886,74,87,22.5
MIL,Milwaukee,Brewers,NL,Cent,2000,1573621,740,826,73,89,22
MIN,Minnesota,Twins,AL,West,1969,1349328,790,618,97,65,0
MIN,Minnesota,Twins,AL,West,1970,1261887,744,605,98,64,0
MIN,Minnesota,Twins,AL,West,1971,940858,654,670,74,86,26.5
MIN,Minnesota,Twins,AL,West,1972,797901,537,535,77,77,15.5
MIN,Minnesota,Twins,AL,West,1973,907499,738,692,81,81,13
MIN,Minnesota,Twins,AL,West,1974,662401,673,669,82,80,8
MIN,Minnesota,Twins,AL,West,1975,737156,724,736,76,83,20.5
MIN,Minnesota,Twins,AL,West,1976,715394,743,704,85,77,5
MIN,Minnesota,Twins,AL,West,1977,1162727,867,776,84,77,17.5
MIN,Minnesota,Twins,AL,West,1978,787878,666,678,73,89,19
MIN,Minnesota,Twins,AL,West,1979,1070521,764,725,82,80,6
MIN,Minnesota,Twins,AL,West,1980,769206,670,724,77,84,19.5
MIN,Minnesota,Twins,AL,West,1981,469090,378,486,41,68,23
MIN,Minnesota,Twins,AL,West,1982,921186,657,819,60,102,33
MIN,Minnesota,Twins,AL,West,1983,858939,709,822,70,92,29
MIN,Minnesota,Twins,AL,West,1984,1598692,673,675,81,81,3
MIN,Minnesota,Twins,AL,West,1985,1651814,705,782,77,85,14
MIN,Minnesota,Twins,AL,West,1986,1255453,741,839,71,91,21
MIN,Minnesota,Twins,AL,West,1987,2081976,786,806,85,77,0
MIN,Minnesota,Twins,AL,West,1988,3030672,759,672,91,71,13
MIN,Minnesota,Twins,AL,West,1989,2277438,740,738,80,82,19
MIN,Minnesota,Twins,AL,West,1990,1751584,666,729,74,88,29
MIN,Minnesota,Twins,AL,West,1991,2293842,776,652,95,67,0
MIN,Minnesota,Twins,AL,West,1992,2482428,747,653,90,72,6
MIN,Minnesota,Twins,AL,West,1993,2048673,693,830,71,91,26
MIN,Minnesota,Twins,AL,Cent,1994,1398565,594,688,53,60,14
MIN,Minnesota,Twins,AL,Cent,1995,1057667,703,889,56,88,44
MIN,Minnesota,Twins,AL,Cent,1996,1437352,877,900,78,84,21.5
MIN,Minnesota,Twins,AL,Cent,1997,1411064,772,861,68,94,18.5
MIN,Minnesota,Twins,AL,Cent,1998,1165980,734,818,70,92,19
MIN,Minnesota,Twins,AL,Cent,1999,1202829,686,845,63,97,33
MIN,Minnesota,Twins,AL,Cent,2000,1059715,748,880,69,93,26
MON,Montreal,Expos,NL,East,1969,1212608,582,791,52,110,48
MON,Montreal,Expos,NL,East,1970,1424683,687,807,73,89,16
MON,Montreal,Expos,NL,East,1971,1290963,622,729,71,90,25.5
MON,Montreal,Expos,NL,East,1972,1142145,513,609,70,86,26.5
MON,Montreal,Expos,NL,East,1973,1246863,668,702,79,83,3.5
MON,Montreal,Expos,NL,East,1974,1019134,662,657,79,82,8.5
MON,Montreal,Expos,NL,East,1975,908292,601,690,75,87,17.5
MON,Montreal,Expos,NL,East,1976,646704,531,734,55,107,46
MON,Montreal,Expos,NL,East,1977,1433757,665,736,75,87,26
MON,Montreal,Expos,NL,East,1978,1427007,633,611,76,86,12
MON,Montreal,Expos,NL,East,1979,2102173,701,581,95,65,2
MON,Montreal,Expos,NL,East,1980,2208175,694,629,90,72,1
MON,Montreal,Expos,NL,East,1981,1534564,443,394,60,48,2
MON,Montreal,Expos,NL,East,1982,2318292,697,616,86,76,6
MON,Montreal,Expos,NL,East,1983,2320651,677,646,82,80,8
MON,Montreal,Expos,NL,East,1984,1606531,593,585,78,83,18
MON,Montreal,Expos,NL,East,1985,1502494,633,636,84,77,16.5
MON,Montreal,Expos,NL,East,1986,1128981,637,688,78,83,29.5
MON,Montreal,Expos,NL,East,1987,1850324,741,720,91,71,4
MON,Montreal,Expos,NL,East,1988,1478659,628,592,81,81,20
MON,Montreal,Expos,NL,East,1989,1783533,632,630,81,81,12
MON,Montreal,Expos,NL,East,1990,1373087,662,598,85,77,10
MON,Montreal,Expos,NL,East,1991,934742,579,655,71,90,26.5
MON,Montreal,Expos,NL,East,1992,1669127,648,581,87,75,9
MON,Montreal,Expos,NL,East,1993,1641437,732,682,94,68,3
MON,Montreal,Expos,NL,East,1994,1276250,585,454,74,40,0
MON,Montreal,Expos,NL,East,1995,1309618,621,638,66,78,24
MON,Montreal,Expos,NL,East,1996,1616709,741,668,88,74,8
MON,Montreal,Expos,NL,East,1997,1497609,691,740,78,84,23
MON,Montreal,Expos,NL,East,1998,914717,644,783,65,97,41
MON,Montreal,Expos,NL,East,1999,773277,718,853,68,94,35
MON,Montreal,Expos,NL,East,2000,926263,738,902,67,95,28
NYA,New York A,Yankees,AL,East,1969,1067996,562,587,80,81,28.5
NYA,New York A,Yankees,AL,East,1970,1136879,680,612,93,69,15
NYA,New York A,Yankees,AL,East,1971,1070771,648,641,82,80,21
NYA,New York A,Yankees,AL,East,1972,966328,557,527,79,76,6.5
NYA,New York A,Yankees,AL,East,1973,1262103,641,610,80,82,17
NYA,New York A,Yankees,AL,East,1974,1273075,671,623,89,73,2
NYA,New York A,Yankees,AL,East,1975,1288048,681,588,83,77,12
NYA,New York A,Yankees,AL,East,1976,2012434,730,575,97,62,0
NYA,New York A,Yankees,AL,East,1977,2103092,831,651,100,62,0
NYA,New York A,Yankees,AL,East,1978,2335871,735,582,100,63,0
NYA,New York A,Yankees,AL,East,1979,2537765,734,672,89,71,13.5
NYA,New York A,Yankees,AL,East,1980,2627417,820,662,103,59,0
NYA,New York A,Yankees,AL,East,1981,1614353,421,343,59,48,2
NYA,New York A,Yankees,AL,East,1982,2041219,709,716,79,83,16
NYA,New York A,Yankees,AL,East,1983,2257976,770,703,91,71,7
NYA,New York A,Yankees,AL,East,1984,1821815,758,679,87,75,17
NYA,New York A,Yankees,AL,East,1985,2214587,839,660,97,64,2
NYA,New York A,Yankees,AL,East,1986,2268030,797,738,90,72,5.5
NYA,New York A,Yankees,AL,East,1987,2427672,788,758,89,73,9
NYA,New York A,Yankees,AL,East,1988,2633701,772,748,85,76,3.5
NYA,New York A,Yankees,AL,East,1989,2170485,698,792,74,87,14.5
NYA,New York A,Yankees,AL,East,1990,2006436,603,749,67,95,21
NYA,New York A,Yankees,AL,East,1991,1863733,674,777,71,91,20
NYA,New York A,Yankees,AL,East,1992,1748737,733,746,76,86,20
NYA,New York A,Yankees,AL,East,1993,2416965,821,761,88,74,7
NYA,New York A,Yankees,AL,East,1994,1675556,670,534,70,43,0
NYA,New York A,Yankees,AL,East,1995,1705263,749,688,79,65,7
NYA,New York A,Yankees,AL,East,1996,2250877,871,787,92,70,0
NYA,New York A,Yankees,AL,East,1997,2580325,891,688,96,66,2
NYA,New York A,Yankees,AL,East,1998,2919046,965,656,114,48,0
NYA,New York A,Yankees,AL,East,1999,3292736,900,731,98,64,0
NYA,New York A,Yankees,AL,East,2000,3227657,871,814,87,74,0
NYN,New York N,Mets,NL,East,1969,2175373,632,541,100,62,0
NYN,New York N,Mets,NL,East,1970,2697479,695,630,83,79,6
NYN,New York N,Mets,NL,East,1971,2266680,588,550,83,79,14
NYN,New York N,Mets,NL,East,1972,2134185,528,578,83,73,13.5
NYN,New York N,Mets,NL,East,1973,1912390,608,588,82,79,0
NYN,New York N,Mets,NL,East,1974,1722209,572,646,71,91,17
NYN,New York N,Mets,NL,East,1975,1730566,646,625,82,80,10.5
NYN,New York N,Mets,NL,East,1976,1468754,615,538,86,76,15
NYN,New York N,Mets,NL,East,1977,1066825,587,663,64,98,37
NYN,New York N,Mets,NL,East,1978,1007328,607,690,66,96,24
NYN,New York N,Mets,NL,East,1979,788905,593,706,63,99,35
NYN,New York N,Mets,NL,East,1980,1192073,611,702,67,95,24
NYN,New York N,Mets,NL,East,1981,704244,348,432,41,62,18.5
NYN,New York N,Mets,NL,East,1982,1323036,609,723,65,97,27
NYN,New York N,Mets,NL,East,1983,1112774,575,680,68,94,22
NYN,New York N,Mets,NL,East,1984,1842695,652,676,90,72,6.5
NYN,New York N,Mets,NL,East,1985,2761601,695,568,98,64,3
NYN,New York N,Mets,NL,East,1986,2767601,783,578,108,54,0
NYN,New York N,Mets,NL,East,1987,3034129,823,698,92,70,3
NYN,New York N,Mets,NL,East,1988,3055445,703,532,100,60,0
NYN,New York N,Mets,NL,East,1989,2918710,683,595,87,75,6
NYN,New York N,Mets,NL,East,1990,2732745,775,613,91,71,4
NYN,New York N,Mets,NL,East,1991,2284484,640,646,77,84,20.5
NYN,New York N,Mets,NL,East,1992,1779534,599,653,72,90,24
NYN,New York N,Mets,NL,East,1993,1873183,672,744,59,103,38
NYN,New York N,Mets,NL,East,1994,1151471,506,526,55,58,18.5
NYN,New York N,Mets,NL,East,1995,1273183,657,618,69,75,21
NYN,New York N,Mets,NL,East,1996,1588323,746,779,71,91,25
NYN,New York N,Mets,NL,East,1997,1766174,777,709,88,74,13
NYN,New York N,Mets,NL,East,1998,2287942,706,645,88,74,18
NYN,New York N,Mets,NL,East,1999,2725668,853,711,97,66,6.5
NYN,New York N,Mets,NL,East,2000,2800221,807,738,94,68,1
OAK,Oakland,A's,AL,West,1969,778232,740,678,88,74,9
OAK,Oakland,A's,AL,West,1970,778355,678,593,89,73,9
OAK,Oakland,A's,AL,West,1971,914993,691,564,101,60,0
OAK,Oakland,A's,AL,West,1972,921323,604,457,93,62,0
OAK,Oakland,A's,AL,West,1973,1000763,758,615,94,68,0
OAK,Oakland,A's,AL,West,1974,845693,689,551,90,72,0
OAK,Oakland,A's,AL,West,1975,1075518,758,606,98,64,0
OAK,Oakland,A's,AL,West,1976,780593,686,598,87,74,2.5
OAK,Oakland,A's,AL,West,1977,495599,605,749,63,98,38.5
OAK,Oakland,A's,AL,West,1978,526999,532,690,69,93,23
OAK,Oakland,A's,AL,West,1979,306763,573,860,54,108,34
OAK,Oakland,A's,AL,West,1980,842259,686,642,83,79,14
OAK,Oakland,A's,AL,West,1981,1304052,458,403,64,45,0
OAK,Oakland,A's,AL,West,1982,1735489,691,819,68,94,25
OAK,Oakland,A's,AL,West,1983,1294941,708,782,74,88,25
OAK,Oakland,A's,AL,West,1984,1353281,738,796,77,85,7
OAK,Oakland,A's,AL,West,1985,1334599,757,787,77,85,14
OAK,Oakland,A's,AL,West,1986,1314646,731,760,76,86,16
OAK,Oakland,A's,AL,West,1987,1678921,806,789,81,81,4
OAK,Oakland,A's,AL,West,1988,2287335,800,620,104,58,0
OAK,Oakland,A's,AL,West,1989,2667225,712,576,99,63,0
OAK,Oakland,A's,AL,West,1990,2900217,733,570,103,59,0
OAK,Oakland,A's,AL,West,1991,2713493,760,776,84,78,11
OAK,Oakland,A's,AL,West,1992,2494160,745,672,96,66,0
OAK,Oakland,A's,AL,West,1993,2035025,715,846,68,94,29
OAK,Oakland,A's,AL,West,1994,1242692,549,589,51,63,1
OAK,Oakland,A's,AL,West,1995,1174310,730,761,67,77,11.5
OAK,Oakland,A's,AL,West,1996,1148380,861,900,78,84,12
OAK,Oakland,A's,AL,West,1997,1264218,764,946,65,97,25
OAK,Oakland,A's,AL,West,1998,1232339,804,866,74,88,14
OAK,Oakland,A's,AL,West,1999,1434610,893,846,87,75,8
OAK,Oakland,A's,AL,West,2000,1728888,947,813,91,70,0
PHI,Philadelphia,Phillies,NL,East,1969,519414,645,745,63,99,37
PHI,Philadelphia,Phillies,NL,East,1970,708247,594,730,73,88,15.5
PHI,Philadelphia,Phillies,NL,East,1971,1511223,558,688,67,95,30
PHI,Philadelphia,Phillies,NL,East,1972,1343329,503,635,59,97,37.5
PHI,Philadelphia,Phillies,NL,East,1973,1475934,642,717,71,91,11.5
PHI,Philadelphia,Phillies,NL,East,1974,1808648,676,701,80,82,8
PHI,Philadelphia,Phillies,NL,East,1975,1909233,735,694,86,76,6.5
PHI,Philadelphia,Phillies,NL,East,1976,2480150,770,557,101,61,0
PHI,Philadelphia,Phillies,NL,East,1977,2700070,847,668,101,61,0
PHI,Philadelphia,Phillies,NL,East,1978,2583389,708,586,90,72,0
PHI,Philadelphia,Phillies,NL,East,1979,2775011,683,718,84,78,14
PHI,Philadelphia,Phillies,NL,East,1980,2651650,728,639,91,71,0
PHI,Philadelphia,Phillies,NL,East,1981,1638752,491,472,59,48,2.5
PHI,Philadelphia,Phillies,NL,East,1982,2376394,664,654,89,73,3
PHI,Philadelphia,Phillies,NL,East,1983,2128339,696,635,90,72,0
PHI,Philadelphia,Phillies,NL,East,1984,2062693,720,690,81,81,15.5
PHI,Philadelphia,Phillies,NL,East,1985,1830350,667,673,75,87,26
PHI,Philadelphia,Phillies,NL,East,1986,1933335,739,713,86,75,21.5
PHI,Philadelphia,Phillies,NL,East,1987,2100110,702,749,80,82,15
PHI,Philadelphia,Phillies,NL,East,1988,1990041,597,734,65,96,35.5
PHI,Philadelphia,Phillies,NL,East,1989,1861985,629,735,67,95,26
PHI,Philadelphia,Phillies,NL,East,1990,1992484,646,729,77,85,18
PHI,Philadelphia,Phillies,NL,East,1991,2050012,629,680,78,84,20
PHI,Philadelphia,Phillies,NL,East,1992,1927448,686,717,70,92,26
PHI,Philadelphia,Phillies,NL,East,1993,3137674,877,740,97,65,0
PHI,Philadelphia,Phillies,NL,East,1994,2290971,521,497,54,61,20.5
PHI,Philadelphia,Phillies,NL,East,1995,2043598,615,658,69,75,21
PHI,Philadelphia,Phillies,NL,East,1996,1801677,650,790,67,95,29
PHI,Philadelphia,Phillies,NL,East,1997,1490638,668,840,68,94,33
PHI,Philadelphia,Phillies,NL,East,1998,1715702,713,808,75,87,31
PHI,Philadelphia,Phillies,NL,East,1999,1825337,841,846,77,85,26
PHI,Philadelphia,Phillies,NL,East,2000,1612769,708,830,65,97,30
PIT,Pittsburgh,Pirates,NL,East,1969,769369,725,652,88,74,12
PIT,Pittsburgh,Pirates,NL,East,1970,1341947,729,664,89,73,0
PIT,Pittsburgh,Pirates,NL,East,1971,1501132,788,599,97,65,0
PIT,Pittsburgh,Pirates,NL,East,1972,1427460,691,512,96,59,0
PIT,Pittsburgh,Pirates,NL,East,1973,1319913,704,693,80,82,2.5
PIT,Pittsburgh,Pirates,NL,East,1974,1110552,751,657,88,74,0
PIT,Pittsburgh,Pirates,NL,East,1975,1270018,712,565,92,69,0
PIT,Pittsburgh,Pirates,NL,East,1976,1025945,708,630,92,70,9
PIT,Pittsburgh,Pirates,NL,East,1977,1237349,734,665,96,66,5
PIT,Pittsburgh,Pirates,NL,East,1978,964106,684,637,88,73,1.5
PIT,Pittsburgh,Pirates,NL,East,1979,1435454,775,643,98,64,0
PIT,Pittsburgh,Pirates,NL,East,1980,1646757,666,646,83,79,8
PIT,Pittsburgh,Pirates,NL,East,1981,541789,407,425,46,56,13
PIT,Pittsburgh,Pirates,NL,East,1982,1024106,724,696,84,78,8
PIT,Pittsburgh,Pirates,NL,East,1983,1225916,659,648,84,78,6
PIT,Pittsburgh,Pirates,NL,East,1984,773500,615,567,75,87,21.5
PIT,Pittsburgh,Pirates,NL,East,1985,735900,568,708,57,104,43.5
PIT,Pittsburgh,Pirates,NL,East,1986,1000917,663,700,64,98,44
PIT,Pittsburgh,Pirates,NL,East,1987,1161193,723,744,80,82,15
PIT,Pittsburgh,Pirates,NL,East,1988,1866713,651,616,85,75,15
PIT,Pittsburgh,Pirates,NL,East,1989,1374141,637,680,74,88,19
PIT,Pittsburgh,Pirates,NL,East,1990,2049908,733,619,95,67,0
PIT,Pittsburgh,Pirates,NL,East,1991,2065302,768,632,98,64,0
PIT,Pittsburgh,Pirates,NL,East,1992,1829395,693,595,96,66,0
PIT,Pittsburgh,Pirates,NL,East,1993,1650593,707,806,75,87,22
PIT,Pittsburgh,Pirates,NL,Cent,1994,1222520,466,580,53,61,13
PIT,Pittsburgh,Pirates,NL,Cent,1995,905517,629,736,58,86,27
PIT,Pittsburgh,Pirates,NL,Cent,1996,1332150,776,833,73,89,15
PIT,Pittsburgh,Pirates,NL,Cent,1997,1657022,725,760,79,83,5
PIT,Pittsburgh,Pirates,NL,Cent,1998,1560950,650,718,69,93,33
PIT,Pittsburgh,Pirates,NL,Cent,1999,1638023,775,782,78,83,18.5
PIT,Pittsburgh,Pirates,NL,Cent,2000,1748908,793,888,69,93,26
SD,San Diego,Padres,NL,West,1969,512970,468,746,52,110,41
SD,San Diego,Padres,NL,West,1970,643679,681,788,63,99,39
SD,San Diego,Padres,NL,West,1971,557513,486,610,61,100,28.5
SD,San Diego,Padres,NL,West,1972,644273,488,665,58,95,36.5
SD,San Diego,Padres,NL,West,1973,611826,548,770,60,102,39
SD,San Diego,Padres,NL,West,1974,1075399,541,830,60,102,42
SD,San Diego,Padres,NL,West,1975,1281747,552,683,71,91,37
SD,San Diego,Padres,NL,West,1976,1458478,570,662,73,89,29
SD,San Diego,Padres,NL,West,1977,1376269,692,834,69,93,29
SD,San Diego,Padres,NL,West,1978,1670107,591,598,84,78,11
SD,San Diego,Padres,NL,West,1979,1456967,603,681,68,93,22
SD,San Diego,Padres,NL,West,1980,1139026,591,654,73,89,19.5
SD,San Diego,Padres,NL,West,1981,519161,382,455,41,69,26
SD,San Diego,Padres,NL,West,1982,1607516,675,658,81,81,8
SD,San Diego,Padres,NL,West,1983,1539815,653,653,81,81,10
SD,San Diego,Padres,NL,West,1984,1983904,686,634,92,70,0
SD,San Diego,Padres,NL,West,1985,2210352,650,622,83,79,12
SD,San Diego,Padres,NL,West,1986,1805716,656,723,74,88,22
SD,San Diego,Padres,NL,West,1987,1454061,668,763,65,97,25
SD,San Diego,Padres,NL,West,1988,1506896,594,583,83,78,11
SD,San Diego,Padres,NL,West,1989,2009031,642,626,89,73,3
SD,San Diego,Padres,NL,West,1990,1856396,673,673,75,87,16
SD,San Diego,Padres,NL,West,1991,1804289,636,646,84,78,10
SD,San Diego,Padres,NL,West,1992,1721406,617,636,82,80,16
SD,San Diego,Padres,NL,West,1993,1375432,679,772,61,101,43
SD,San Diego,Padres,NL,West,1994,953857,479,531,47,70,12.5
SD,San Diego,Padres,NL,West,1995,1040805,668,672,70,74,8
SD,San Diego,Padres,NL,West,1996,2187886,771,682,91,71,0
SD,San Diego,Padres,NL,West,1997,2089333,795,891,76,86,14
SD,San Diego,Padres,NL,West,1998,2555901,749,635,98,64,0
SD,San Diego,Padres,NL,West,1999,2523538,710,781,74,88,26
SD,San Diego,Padres,NL,West,2000,2423149,752,815,76,86,21
SEA,Seattle,Mariners,AL,West,1969,677944,639,799,64,98,33
SEA,Seattle,Mariners,AL,West,1977,1338511,624,855,64,98,38
SEA,Seattle,Mariners,AL,West,1978,877440,614,834,56,104,35
SEA,Seattle,Mariners,AL,West,1979,844447,711,820,67,95,21
SEA,Seattle,Mariners,AL,West,1980,836204,610,793,59,103,38
SEA,Seattle,Mariners,AL,West,1981,636276,426,521,44,65,20
SEA,Seattle,Mariners,AL,West,1982,1070404,651,712,76,86,17
SEA,Seattle,Mariners,AL,West,1983,813537,558,740,60,102,39
SEA,Seattle,Mariners,AL,West,1984,870372,682,774,74,88,10
SEA,Seattle,Mariners,AL,West,1985,1128696,719,818,74,88,17
SEA,Seattle,Mariners,AL,West,1986,1029045,718,835,67,95,25
SEA,Seattle,Mariners,AL,West,1987,1134255,760,801,78,84,8
SEA,Seattle,Mariners,AL,West,1988,1022398,664,744,68,93,35.5
SEA,Seattle,Mariners,AL,West,1989,1298443,694,728,73,89,26
SEA,Seattle,Mariners,AL,West,1990,1509727,640,680,77,85,26
SEA,Seattle,Mariners,AL,West,1991,2147905,702,674,83,79,12
SEA,Seattle,Mariners,AL,West,1992,1651367,679,799,64,98,32
SEA,Seattle,Mariners,AL,West,1993,2051853,734,731,82,80,12
SEA,Seattle,Mariners,AL,West,1994,1104206,569,616,49,63,2
SEA,Seattle,Mariners,AL,West,1995,1643203,796,708,79,66,0
SEA,Seattle,Mariners,AL,West,1996,2723850,993,895,85,76,4.5
SEA,Seattle,Mariners,AL,West,1997,3192237,925,833,90,72,0
SEA,Seattle,Mariners,AL,West,1998,2644305,859,855,76,85,11.5
SEA,Seattle,Mariners,AL,West,1999,2916346,859,905,79,83,16
SEA,Seattle,Mariners,AL,West,2000,3148317,907,780,91,71,0.5
SF,San Francisc,Giants,NL,West,1969,873603,713,636,90,72,3
SF,San Francisc,Giants,NL,West,1970,740720,831,826,86,76,16
SF,San Francisc,Giants,NL,West,1971,1106043,706,644,90,72,0
SF,San Francisc,Giants,NL,West,1972,647744,662,649,69,86,26.5
SF,San Francisc,Giants,NL,West,1973,834193,739,702,88,74,11
SF,San Francisc,Giants,NL,West,1974,519987,634,723,72,90,30
SF,San Francisc,Giants,NL,West,1975,522919,659,671,80,81,27.5
SF,San Francisc,Giants,NL,West,1976,626868,595,686,74,88,28
SF,San Francisc,Giants,NL,West,1977,700056,673,711,75,87,23
SF,San Francisc,Giants,NL,West,1978,1740477,613,594,89,73,6
SF,San Francisc,Giants,NL,West,1979,1456402,672,751,73,91,19.5
SF,San Francisc,Giants,NL,West,1980,1096115,573,634,75,86,17
SF,San Francisc,Giants,NL,West,1981,632274,427,414,56,55,11.5
SF,San Francisc,Giants,NL,West,1982,1200948,673,687,87,75,2
SF,San Francisc,Giants,NL,West,1983,1251530,687,697,79,83,12
SF,San Francisc,Giants,NL,West,1984,1001545,682,807,66,96,26
SF,San Francisc,Giants,NL,West,1985,818697,556,674,62,100,33
SF,San Francisc,Giants,NL,West,1986,1528748,698,618,83,79,13
SF,San Francisc,Giants,NL,West,1987,1917168,783,669,90,72,0
SF,San Francisc,Giants,NL,West,1988,1785297,670,626,83,79,11.5
SF,San Francisc,Giants,NL,West,1989,2059701,699,600,92,70,0
SF,San Francisc,Giants,NL,West,1990,1975528,719,710,85,77,6
SF,San Francisc,Giants,NL,West,1991,1737478,649,697,75,87,19
SF,San Francisc,Giants,NL,West,1992,1560998,574,647,72,90,26
SF,San Francisc,Giants,NL,West,1993,2606354,808,636,103,59,1
SF,San Francisc,Giants,NL,West,1994,1704608,504,500,55,60,3.5
SF,San Francisc,Giants,NL,West,1995,1241500,652,776,67,77,11
SF,San Francisc,Giants,NL,West,1996,1413922,752,862,68,94,23
SF,San Francisc,Giants,NL,West,1997,1690869,784,793,90,72,0
SF,San Francisc,Giants,NL,West,1998,1925634,845,739,89,74,9.5
SF,San Francisc,Giants,NL,West,1999,2078399,872,831,86,76,14
SF,San Francisc,Giants,NL,West,2000,3315330,925,747,97,65,0
STL,St. Louis,Cardinals,NL,East,1969,1682783,595,540,87,75,13
STL,St. Louis,Cardinals,NL,East,1970,1629736,744,747,76,86,13
STL,St. Louis,Cardinals,NL,East,1971,1604671,739,699,90,72,7
STL,St. Louis,Cardinals,NL,East,1972,1196894,568,600,75,81,21.5
STL,St. Louis,Cardinals,NL,East,1973,1574046,643,603,81,81,1.5
STL,St. Louis,Cardinals,NL,East,1974,1838413,677,643,86,75,1.5
STL,St. Louis,Cardinals,NL,East,1975,1695270,662,689,82,80,10.5
STL,St. Louis,Cardinals,NL,East,1976,1207079,629,671,72,90,29
STL,St. Louis,Cardinals,NL,East,1977,1659287,737,688,83,79,18
STL,St. Louis,Cardinals,NL,East,1978,1278215,600,657,69,93,21
STL,St. Louis,Cardinals,NL,East,1979,1627256,731,693,86,76,12
STL,St. Louis,Cardinals,NL,East,1980,1385147,738,710,74,88,17
STL,St. Louis,Cardinals,NL,East,1981,1010247,464,417,59,43,0
STL,St. Louis,Cardinals,NL,East,1982,2111906,685,609,92,70,0
STL,St. Louis,Cardinals,NL,East,1983,2317914,679,710,79,83,11
STL,St. Louis,Cardinals,NL,East,1984,2037448,652,645,84,78,12.5
STL,St. Louis,Cardinals,NL,East,1985,2637563,747,572,101,61,0
STL,St. Louis,Cardinals,NL,East,1986,2471974,601,611,79,82,28.5
STL,St. Louis,Cardinals,NL,East,1987,3072122,798,693,95,67,0
STL,St. Louis,Cardinals,NL,East,1988,2892799,578,633,76,86,25
STL,St. Louis,Cardinals,NL,East,1989,3080980,632,608,86,76,7
STL,St. Louis,Cardinals,NL,East,1990,2573225,599,698,70,92,25
