congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,D000612,Denham,CA,10,R,95,0.9789473684210527,0.62855983,-3
0,house,D000614,Duffy,WI,7,Republican,136,0.9338235294117647,0.91724978,20.5
115,house,D000614,Duffy,WI,7,R,93,0.9354838709677419,0.92736971,20.5
116,house,D000614,Duffy,WI,7,R,43,0.9302325581395349,0.89536251,20.5
0,house,D000615,Duncan,SC,3,Republican,140,0.9214285714285714,0.95565931,38
115,house,D000615,Duncan,SC,3,R,93,0.8924731182795699,0.95159438,38
116,house,D000615,Duncan,SC,3,R,47,0.9787234042553191,0.96370267,38
0,house,D000616,DesJarlais,TN,4,Republican,141,0.9361702127659575,0.95538687,41.2
115,house,D000616,DesJarlais,TN,4,R,96,0.9166666666666666,0.95078451,41.2
116,house,D000616,DesJarlais,TN,4,R,45,0.9777777777777777,0.96520524,41.2
0,house,D000617,DelBene,WA,1,Democrat,142,0.16901408450704225,0.26654369,-16.3
115,house,D000617,DelBene,WA,1,D,95,0.23157894736842105,0.37090773,-16.3
116,house,D000617,DelBene,WA,1,D,47,0.0425531914893617,0.0555951,-16.3
0,house,D000619,Davis,IL,13,Republican,142,0.9436619718309859,0.67858195,5.5
115,house,D000619,Davis,IL,13,R,96,0.96875,0.79376206,5.5
116,house,D000619,Davis,IL,13,R,46,0.8913043478260869,0.43820605,5.5
0,house,D000620,Delaney,MD,6,Democrat,93,0.34408602150537637,0.38482536,-15.1
115,house,D000620,Delaney,MD,6,D,93,0.34408602150537637,0.38482536,-15.1
0,house,D000621,DeSantis,FL,6,Republican,87,0.9425287356321839,0.91059529,17
115,house,D000621,DeSantis,FL,6,R,87,0.9425287356321839,0.91059529,17
0,house,D000623,DeSaulnier,CA,11,Democrat,141,0.07801418439716312,0.12903096,-48.8
115,house,D000623,DeSaulnier,CA,11,D,94,0.10638297872340426,0.17949632,-48.8
116,house,D000623,DeSaulnier,CA,11,D,47,0.02127659574468085,0.02810023,-48.8
0,house,D000624,Dingell,MI,12,Democrat,141,0.14184397163120568,0.19268935,-26.3
115,house,D000624,Dingell,MI,12,D,95,0.2,0.26630704,-26.3
116,house,D000624,Dingell,MI,12,D,46,0.021739130434782608,0.04065281,-26.3
0,house,D000625,Donovan,NY,11,Republican,94,0.8723404255319149,0.85056875,9.8
115,house,D000625,Donovan,NY,11,R,94,0.8723404255319149,0.85056875,9.8
0,house,D000626,Davidson,OH,8,Republican,139,0.8848920863309353,0.95124598,34.5
115,house,D000626,Davidson,OH,8,R,95,0.8631578947368421,0.94889761,34.5
116,house,D000626,Davidson,OH,8,R,44,0.9318181818181818,0.95631632,34.5
0,house,D000627,Demings,FL,10,Democrat,143,0.16783216783216784,0.1901917,-26.9
115,house,D000627,Demings,FL,10,D,96,0.22916666666666666,0.26398276,-26.9
116,house,D000627,Demings,FL,10,D,47,0.0425531914893617,0.03946954,-26.9
0,house,D000628,Dunn,FL,2,Republican,141,0.9787234042553191,0.95646552,35.6
115,house,D000628,Dunn,FL,2,R,95,0.9894736842105263,0.95481108,35.6
116,house,D000628,Dunn,FL,2,R,46,0.9565217391304348,0.95988231,35.6
0,house,D000629,Davids,KS,3,Democrat,47,0.0425531914893617,0.20122952,-1.2
116,house,D000629,Davids,KS,3,D,47,0.0425531914893617,0.20122952,-1.2
0,house,D000630,Delgado,NY,19,Democrat,47,0.0425531914893617,0.49200287,6.8
116,house,D000630,Delgado,NY,19,D,47,0.0425531914893617,0.49200287,6.8
0,house,D000631,Dean,PA,4,Democrat,47,0.02127659574468085,0.04913347,-19.3
116,house,D000631,Dean,PA,4,D,47,0.02127659574468085,0.04913347,-19.3
0,house,E000179,Engel,NY,16,Democrat,140,0.11428571428571428,0.12785059,-52.6
115,house,E000179,Engel,NY,16,D,93,0.16129032258064516,0.1788514,-52.6
116,house,E000179,Engel,NY,16,D,47,0.02127659574468085,0.02693408,-52.6
0,house,E000215,Eshoo,CA,18,Democrat,137,0.145985401459854,0.12257451,-53.2
115,house,E000215,Eshoo,CA,18,D,91,0.1978021978021978,0.1707127,-53.2
116,house,E000215,Eshoo,CA,18,D,46,0.043478260869565216,0.0273446,-53.2
0,house,E000288,Ellison,MN,5,Democrat,81,0.09876543209876543,0.15714956,-55.2
115,house,E000288,Ellison,MN,5,D,81,0.09876543209876543,0.15714956,-55.2
0,house,E000293,Esty,CT,5,Democrat,95,0.2631578947368421,0.60428275,-4.1
115,house,E000293,Esty,CT,5,D,95,0.2631578947368421,0.60428275,-4.1
0,house,E000294,Emmer,MN,6,Republican,139,0.9136690647482014,0.93897673,25.7
115,house,E000294,Emmer,MN,6,R,94,0.8936170212765957,0.94071412,25.7
116,house,E000294,Emmer,MN,6,R,45,0.9555555555555556,0.93534752,25.7
0,house,E000296,Evans,PA,3,Democrat,141,0.1276595744680851,0.10023955,-83.9
115,house,E000296,Evans,PA,2,D,94,0.18085106382978725,0.13939185,-82.8
116,house,E000296,Evans,PA,3,D,47,0.02127659574468085,0.02193496,-83.9
0,house,E000297,Espaillat,NY,13,Democrat,143,0.09090909090909091,0.09661383,-86.9
115,house,E000297,Espaillat,NY,13,D,96,0.11458333333333333,0.13325221,-86.9
116,house,E000297,Espaillat,NY,13,D,47,0.0425531914893617,0.02177799,-86.9
0,house,E000298,Estes,KS,4,Republican,117,0.9572649572649573,0.93113593,27.2
115,house,E000298,Estes,KS,4,R,70,0.9428571428571428,0.92474856,27.2
116,house,E000298,Estes,KS,4,R,47,0.9787234042553191,0.94064903,27.2
0,house,E000299,Escobar,TX,16,Democrat,46,0.021739130434782608,0.03179894,-40.7
116,house,E000299,Escobar,TX,16,D,46,0.021739130434782608,0.03179894,-40.7
0,house,F000372,Frelinghuysen,NJ,11,Republican,94,0.8936170212765957,0.71058572,0.9
115,house,F000372,Frelinghuysen,NJ,11,R,94,0.8936170212765957,0.71058572,0.9
0,house,F000448,Franks,AZ,8,Republican,56,0.9285714285714286,0.93813828,21.1
115,house,F000448,Franks,AZ,8,R,56,0.9285714285714286,0.93813828,21.1
0,house,F000449,Fortenberry,NE,1,Republican,140,0.9785714285714285,0.91978954,21.3
115,house,F000449,Fortenberry,NE,1,R,94,0.9787234042553191,0.92876619,21.3
116,house,F000449,Fortenberry,NE,1,R,46,0.9782608695652174,0.90144597,21.3
0,house,F000450,Foxx,NC,5,Republican,143,0.9370629370629371,0.89454282,17.6
115,house,F000450,Foxx,NC,5,R,96,0.9270833333333334,0.91454741,17.6
116,house,F000450,Foxx,NC,5,R,47,0.9574468085106383,0.85368237,17.6
0,house,F000454,Foster,IL,11,Democrat,141,0.1702127659574468,0.20727639,-23.5
115,house,F000454,Foster,IL,11,D,94,0.23404255319148937,0.28942632,-23.5
116,house,F000454,Foster,IL,11,D,47,0.0425531914893617,0.04297653,-23.5
0,house,F000455,Fudge,OH,11,Democrat,138,0.12318840579710146,0.11519966,-63.5
115,house,F000455,Fudge,OH,11,D,93,0.17204301075268819,0.15868143,-63.5
116,house,F000455,Fudge,OH,11,D,45,0.022222222222222223,0.02533734,-63.5
0,house,F000459,Fleischmann,TN,3,Republican,143,0.986013986013986,0.95314457,35.2
115,house,F000459,Fleischmann,TN,3,R,96,0.9791666666666666,0.94970841,35.2
116,house,F000459,Fleischmann,TN,3,R,47,1,0.96016311,35.2
0,house,F000460,Farenthold,TX,27,Republican,70,0.9285714285714286,0.93524181,23.6
115,house,F000460,Farenthold,TX,27,R,70,0.9285714285714286,0.93524181,23.6
0,house,F000461,Flores,TX,17,Republican,141,0.9787234042553191,0.89309915,17.5
115,house,F000461,Flores,TX,17,R,95,0.9894736842105263,0.91383346,17.5
116,house,F000461,Flores,TX,17,R,46,0.9565217391304348,0.85027828,17.5
0,house,F000462,Frankel,FL,21,Democrat,127,0.15748031496062992,0.25369139,-19.5
115,house,F000462,Frankel,FL,21,D,87,0.20689655172413793,0.34399633,-19.5
116,house,F000462,Frankel,FL,21,D,40,0.05,0.05727816,-19.5
0,house,F000464,Faso,NY,19,Republican,96,0.8958333333333334,0.81333017,6.8
115,house,F000464,Faso,NY,19,R,96,0.8958333333333334,0.81333017,6.8
0,house,F000465,Ferguson,GA,3,Republican,143,0.965034965034965,0.94959035,31.5
115,house,F000465,Ferguson,GA,3,R,96,0.96875,0.94770169,31.5
116,house,F000465,Ferguson,GA,3,R,47,0.9574468085106383,0.95344804,31.5
0,house,F000466,Fitzpatrick,PA,1,Republican,143,0.6853146853146853,0.52869694,-2
115,house,F000466,Fitzpatrick,PA,8,R,96,0.84375,0.69809505,0.2
116,house,F000466,Fitzpatrick,PA,1,R,47,0.3617021276595745,0.18269228,-2
0,house,F000467,Finkenauer,IA,1,Democrat,47,0.0425531914893617,0.35201827,3.5
116,house,F000467,Finkenauer,IA,1,D,47,0.0425531914893617,0.35201827,3.5
0,house,F000468,Fletcher,TX,7,Democrat,47,0.0851063829787234,0.19640705,-1.4
116,house,F000468,Fletcher,TX,7,D,47,0.0851063829787234,0.19640705,-1.4
0,house,F000469,Fulcher,ID,1,Republican,47,0.9574468085106383,0.96402426,38.3
116,house,F000469,Fulcher,ID,1,R,47,0.9574468085106383,0.96402426,38.3
0,house,G000289,Goodlatte,VA,6,Republican,96,0.9583333333333334,0.93895541,24.8
115,house,G000289,Goodlatte,VA,6,R,96,0.9583333333333334,0.93895541,24.8
0,house,G000377,Granger,TX,12,Republican,132,0.9772727272727273,0.94485685,30.2
115,house,G000377,Granger,TX,12,R,89,0.9775280898876404,0.94333644,30.2
116,house,G000377,Granger,TX,12,R,43,0.9767441860465116,0.94800373,30.2
0,house,G000410,Green,TX,29,Democrat,90,0.28888888888888886,0.19687739,-45.7
115,house,G000410,Green,TX,29,D,90,0.28888888888888886,0.19687739,-45.7
0,house,G000535,Gutiérrez,IL,4,Democrat,87,0.11494252873563218,0.15013277,-68.9
115,house,G000535,Gutiérrez,IL,4,D,87,0.11494252873563218,0.15013277,-68.9
0,house,G000546,Graves,MO,6,Republican,134,0.9626865671641791,0.95515347,31.4
115,house,G000546,Graves,MO,6,R,89,0.9775280898876404,0.9560052,31.4
116,house,G000546,Graves,MO,6,R,45,0.9333333333333333,0.95346893,31.4
0,house,G000551,Grijalva,AZ,3,Democrat,143,0.07692307692307693,0.17677555,-29.9
115,house,G000551,Grijalva,AZ,3,D,96,0.10416666666666667,0.24518122,-29.9
116,house,G000551,Grijalva,AZ,3,D,47,0.02127659574468085,0.03705333,-29.9
0,house,G000552,Gohmert,TX,1,Republican,138,0.8405797101449275,0.95547603,46.9
115,house,G000552,Gohmert,TX,1,R,92,0.8043478260869565,0.94841722,46.9
116,house,G000552,Gohmert,TX,1,R,46,0.9130434782608695,0.96959364,46.9
0,house,G000553,Green,TX,9,Democrat,143,0.1258741258741259,0.1153564,-61.3
115,house,G000553,Green,TX,9,D,96,0.17708333333333334,0.15970404,-61.3
116,house,G000553,Green,TX,9,D,47,0.02127659574468085,0.02477399,-61.3
0,house,G000558,Guthrie,KY,2,Republican,143,0.986013986013986,0.95560012,39.9
115,house,G000558,Guthrie,KY,2,R,96,0.9895833333333334,0.95071155,39.9
116,house,G000558,Guthrie,KY,2,R,47,0.9787234042553191,0.96558527,39.9
0,house,G000559,Garamendi,CA,3,Democrat,141,0.20567375886524822,0.31293479,-12.6
115,house,G000559,Garamendi,CA,3,D,95,0.28421052631578947,0.43090728,-12.6
116,house,G000559,Garamendi,CA,3,D,46,0.043478260869565216,0.06929596,-12.6
0,house,G000560,Graves,GA,14,Republican,142,0.9788732394366197,0.95671546,52.9
115,house,G000560,Graves,GA,14,R,95,0.9789473684210527,0.94885113,52.9
116,house,G000560,Graves,GA,14,R,47,0.9787234042553191,0.97261144,52.9
0,house,G000563,Gibbs,OH,7,Republican,140,0.9642857142857143,0.94637535,29.7
115,house,G000563,Gibbs,OH,7,R,96,0.96875,0.9461453,29.7
116,house,G000563,Gibbs,OH,7,R,44,0.9545454545454546,0.94687726,29.7
0,house,G000565,Gosar,AZ,4,Republican,137,0.8394160583941606,0.95386795,40.2
115,house,G000565,Gosar,AZ,4,R,90,0.7777777777777778,0.94760983,40.2
116,house,G000565,Gosar,AZ,4,R,47,0.9574468085106383,0.96585157,40.2
0,house,G000566,Gowdy,SC,4,Republican,96,0.9791666666666666,0.94068215,25.7
115,house,G000566,Gowdy,SC,4,R,96,0.9791666666666666,0.94068215,25.7
0,house,G000568,Griffith,VA,9,Republican,139,0.8992805755395683,0.95486659,41.5
115,house,G000568,Griffith,VA,9,R,93,0.8924731182795699,0.94925981,41.5
116,house,G000568,Griffith,VA,9,R,46,0.9130434782608695,0.96620203,41.5
0,house,G000571,Gabbard,HI,2,Democrat,123,0.1951219512195122,0.17621271,-31.8
115,house,G000571,Gabbard,HI,2,D,91,0.25274725274725274,0.22741073,-31.8
116,house,G000571,Gabbard,HI,2,D,32,0.03125,0.03061832,-31.8
0,house,G000574,Gallego,AZ,7,Democrat,141,0.1276595744680851,0.1316317,-49.2
115,house,G000574,Gallego,AZ,7,D,94,0.1702127659574468,0.18346223,-49.2
116,house,G000574,Gallego,AZ,7,D,47,0.0425531914893617,0.02797066,-49.2
0,house,G000576,Grothman,WI,6,Republican,142,0.9507042253521126,0.88864609,16.9
115,house,G000576,Grothman,WI,6,R,96,0.9375,0.91080976,16.9
116,house,G000576,Grothman,WI,6,R,46,0.9782608695652174,0.84239149,16.9
0,house,G000577,Graves,LA,6,Republican,142,0.9084507042253521,0.95221918,33.8
115,house,G000577,Graves,LA,6,R,96,0.8854166666666666,0.94910788,33.8
116,house,G000577,Graves,LA,6,R,46,0.9565217391304348,0.95871231,33.8
0,house,G000578,Gaetz,FL,1,Republican,140,0.8285714285714286,0.95865851,39.3
115,house,G000578,Gaetz,FL,1,R,95,0.8105263157894737,0.95013337,39.3
116,house,G000578,Gaetz,FL,1,R,45,0.8666666666666667,0.97665603,39.3
0,house,G000579,Gallagher,WI,8,Republican,142,0.9014084507042254,0.8950016,17.6
115,house,G000579,Gallagher,WI,8,R,96,0.9375,0.91454741,17.6
116,house,G000579,Gallagher,WI,8,R,46,0.8260869565217391,0.85421036,17.6
0,house,G000580,Garrett,VA,5,Republican,90,0.8,0.86515363,11.1
115,house,G000580,Garrett,VA,5,R,90,0.8,0.86515363,11.1
0,house,G000581,Gonzalez,TX,15,Democrat,141,0.2624113475177305,0.26422074,-16.7
115,house,G000581,Gonzalez,TX,15,D,95,0.3473684210526316,0.36515802,-16.7
116,house,G000581,Gonzalez,TX,15,D,46,0.08695652173913043,0.05576332,-16.7
0,house,G000583,Gottheimer,NJ,5,Democrat,143,0.38461538461538464,0.56806857,1.1
115,house,G000583,Gottheimer,NJ,5,D,96,0.5520833333333334,0.71590437,1.1
116,house,G000583,Gottheimer,NJ,5,D,47,0.0425531914893617,0.26610607,1.1
0,house,G000584,Gianforte,MT,0,Republican,109,0.944954128440367,0.90011075,20.42273211
115,house,G000584,Gianforte,MT,0,R,62,0.9354838709677419,0.90475126,20.42273211
116,house,G000584,Gianforte,MT,0,R,47,0.9574468085106383,0.89398922,20.42273211
0,house,G000585,Gomez,CA,34,Democrat,104,0.10576923076923077,0.10181598,-72.9
115,house,G000585,Gomez,CA,34,D,57,0.17543859649122806,0.16689769,-72.9
116,house,G000585,Gomez,CA,34,D,47,0.02127659574468085,0.02288709,-72.9
0,house,G000586,García,IL,4,Democrat,47,0.02127659574468085,0.02342049,-68.9
116,house,G000586,García,IL,4,D,47,0.02127659574468085,0.02342049,-68.9
0,house,G000587,Garcia,TX,29,Democrat,47,0.06382978723404255,0.02916256,-45.7
116,house,G000587,Garcia,TX,29,D,47,0.06382978723404255,0.02916256,-45.7
0,house,G000588,Gonzalez,OH,16,Republican,46,0.9347826086956522,0.83245493,16.6
116,house,G000588,Gonzalez,OH,16,R,46,0.9347826086956522,0.83245493,16.6
0,house,G000589,Gooden,TX,5,Republican,47,0.9574468085106383,0.94497971,28.4
116,house,G000589,Gooden,TX,5,R,47,0.9574468085106383,0.94497971,28.4
0,house,G000590,Green,TN,7,Republican,46,0.9565217391304348,0.9642685,39.3
116,house,G000590,Green,TN,7,R,46,0.9565217391304348,0.9642685,39.3
0,house,G000591,Guest,MS,3,Republican,47,0.9574468085106383,0.92766822,24.5
116,house,G000591,Guest,MS,3,R,47,0.9574468085106383,0.92766822,24.5
0,house,G000592,Golden,ME,2,Democrat,47,0.10638297872340426,0.64237397,10.3
116,house,G000592,Golden,ME,2,D,47,0.10638297872340426,0.64237397,10.3
0,house,H000324,Hastings,FL,20,Democrat,133,0.09774436090225563,0.11564013,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.12222222222222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,43,0.046511627906976744,0.02689507,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,142,0.14084507042253522,0.16802066,-32
115,house,H000874,Hoyer,MD,5,D,95,0.18947368421052632,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,47,0.0425531914893617,0.03562593,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.9479166666666666,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.9479166666666666,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,141,0.15602836879432624,0.23633426,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.22340425531914893,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,47,0.02127659574468085,0.04860058,-19.6
0,house,H001045,Harper,MS,3,Republican,93,0.989247311827957,0.93650002,24.5
115,house,H001045,Harper,MS,3,R,93,0.989247311827957,0.93650002,24.5
0,house,H001047,Himes,CT,4,Democrat,138,0.21014492753623187,0.20986683,-23
115,house,H001047,Himes,CT,4,D,93,0.2903225806451613,0.28953016,-23
116,house,H001047,Himes,CT,4,D,45,0.044444444444444446,0.04522929,-23
0,house,H001048,Hunter,CA,50,Republican,141,0.9574468085106383,0.86495813,15
115,house,H001048,Hunter,CA,50,R,94,0.9468085106382979,0.8984473,15
116,house,H001048,Hunter,CA,50,R,47,0.9787234042553191,0.79797978,15
0,house,H001050,Hanabusa,HI,1,Democrat,84,0.21428571428571427,0.21012633,-32.6
115,house,H001050,Hanabusa,HI,1,D,84,0.21428571428571427,0.21012633,-32.6
0,house,H001052,Harris,MD,1,Republican,141,0.9078014184397163,0.94441631,28.6
115,house,H001052,Harris,MD,1,R,95,0.8736842105263158,0.94438789,28.6
116,house,H001052,Harris,MD,1,R,46,0.9782608695652174,0.94447502,28.6
0,house,H001053,Hartzler,MO,4,Republican,137,0.9781021897810219,0.95376997,36
115,house,H001053,Hartzler,MO,4,R,94,0.9787234042553191,0.95129007,36
116,house,H001053,Hartzler,MO,4,R,43,0.9767441860465116,0.95919114,36
0,house,H001056,Herrera Beutler,WA,3,Republican,139,0.8273381294964028,0.72453984,7.4
115,house,H001056,Herrera Beutler,WA,3,R,95,0.9157894736842105,0.8213349,7.4
116,house,H001056,Herrera Beutler,WA,3,R,44,0.6363636363636364,0.5155505,7.4
0,house,H001058,Huizenga,MI,2,Republican,140,0.9714285714285714,0.89555251,17.6
115,house,H001058,Huizenga,MI,2,R,95,0.9789473684210527,0.91387495,17.6
116,house,H001058,Huizenga,MI,2,R,45,0.9555555555555556,0.85687178,17.6
0,house,H001059,Hultgren,IL,14,Republican,94,0.9680851063829787,0.76650981,3.9
115,house,H001059,Hultgren,IL,14,R,94,0.9680851063829787,0.76650981,3.9
0,house,H001064,Heck,WA,10,Democrat,142,0.18309859154929578,0.32727114,-11.4
115,house,H001064,Heck,WA,10,D,95,0.24210526315789474,0.45288484,-11.4
116,house,H001064,Heck,WA,10,D,47,0.06382978723404255,0.07337109,-11.4
0,house,H001065,Holding,NC,2,Republican,143,0.9230769230769231,0.77216212,9.6
115,house,H001065,Holding,NC,2,R,96,0.90625,0.84972588,9.6
116,house,H001065,Holding,NC,2,R,47,0.9574468085106383,0.61373402,9.6
0,house,H001066,Horsford,NV,4,Democrat,47,0.0425531914893617,0.13081783,-4.9
116,house,H001066,Horsford,NV,4,D,47,0.0425531914893617,0.13081783,-4.9
0,house,H001067,Hudson,NC,8,Republican,131,0.9236641221374046,0.86273065,15
115,house,H001067,Hudson,NC,8,R,90,0.9222222222222223,0.89618146,15
116,house,H001067,Hudson,NC,8,R,41,0.926829268292683,0.78930205,15
0,house,H001068,Huffman,CA,2,Democrat,138,0.11594202898550725,0.12614881,-45.7
115,house,H001068,Huffman,CA,2,D,92,0.16304347826086957,0.17432495,-45.7
116,house,H001068,Huffman,CA,2,D,46,0.021739130434782608,0.02979653,-45.7
0,house,H001071,Hice,GA,10,Republican,143,0.916083916083916,0.93794349,25.5
115,house,H001071,Hice,GA,10,R,96,0.8958333333333334,0.94031695,25.5
116,house,H001071,Hice,GA,10,R,47,0.9574468085106383,0.93309559,25.5
0,house,H001072,Hill,AR,2,Republican,142,0.971830985915493,0.79518861,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,47,0.9787234042553191,0.65822195,10.7
0,house,H001073,Hurd,TX,23,Republican,142,0.8169014084507042,0.47164257,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.9479166666666666,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,46,0.5434782608695652,0.15613931,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,141,0.851063829787234,0.94105484,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.8829787234042553,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,47,0.7872340425531915,0.93944786,26.9
0,house,H001077,Higgins,LA,3,Republican,137,0.9708029197080292,0.95440018,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,44,0.9772727272727273,0.96557143,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.9838709677419355,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.9838709677419355,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,47,0.0425531914893617,0.05508877,-16.5
116,house,H001080,Haaland,NM,1,D,47,0.0425531914893617,0.05508877,-16.5
0,house,H001081,Hayes,CT,5,Democrat,47,0.0425531914893617,0.14294585,-4.1
116,house,H001081,Hayes,CT,5,D,47,0.0425531914893617,0.14294585,-4.1
0,house,H001082,Hern,OK,1,Republican,49,0.9795918367346939,0.94065265,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,46,0.9782608695652174,0.94480407,28.7
0,house,H001083,Horn,OK,5,Democrat,47,0.0851063829787234,0.75300929,13.4
116,house,H001083,Horn,OK,5,D,47,0.0851063829787234,0.75300929,13.4
0,house,H001085,Houlahan,PA,6,Democrat,47,0.0425531914893617,0.08590567,-9.3
116,house,H001085,Houlahan,PA,6,D,47,0.0425531914893617,0.08590567,-9.3
0,house,H001087,Hill,CA,25,Democrat,46,0.043478260869565216,0.10985439,-6.7
116,house,H001087,Hill,CA,25,D,46,0.043478260869565216,0.10985439,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,46,0.9347826086956522,0.79421897,14.9
116,house,H001088,Hagedorn,MN,1,R,46,0.9347826086956522,0.79421897,14.9
0,house,H001090,Harder,CA,10,Democrat,47,0.02127659574468085,0.16223847,-3
116,house,H001090,Harder,CA,10,D,47,0.02127659574468085,0.16223847,-3
0,house,I000056,Issa,CA,49,Republican,91,0.9340659340659341,0.52656244,-7.5
115,house,I000056,Issa,CA,49,R,91,0.9340659340659341,0.52656244,-7.5
0,house,J000032,Jackson Lee,TX,18,Democrat,141,0.12056737588652482,0.12222204,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.16842105263157894,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,46,0.021739130434782608,0.02644366,-56.5
0,house,J000126,Johnson,TX,30,Democrat,135,0.1259259259259259,0.12106729,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.18181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,47,0.02127659574468085,0.02487987,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.9310344827586207,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.9310344827586207,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.49333333333333335,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.49333333333333335,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,141,0.12056737588652482,0.12629771,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.1595744680851064,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,47,0.0425531914893617,0.02679112,-53.1
0,house,J000289,Jordan,OH,4,Republican,141,0.8723404255319149,0.95118895,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,47,0.9148936170212766,0.95760349,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
115,house,J000290,Jenkins,KS,2,R,92,0.967391304347826,0.91685546,18.4
0,house,J000292,Johnson,OH,6,Republican,141,0.9858156028368794,0.95575835,42.6
115,house,J000292,Johnson,OH,6,R,95,0.9894736842105263,0.95030122,42.6
116,house,J000292,Johnson,OH,6,R,46,0.9782608695652174,0.96702849,42.6
0,house,J000294,Jeffries,NY,8,Democrat,140,0.12142857142857143,0.1089987,-71.1
115,house,J000294,Jeffries,NY,8,D,94,0.1595744680851064,0.15078201,-71.1
116,house,J000294,Jeffries,NY,8,D,46,0.043478260869565216,0.02361542,-71.1
0,house,J000295,Joyce,OH,14,Republican,143,0.965034965034965,0.81041324,11.5
115,house,J000295,Joyce,OH,14,R,96,0.96875,0.87003621,11.5
116,house,J000295,Joyce,OH,14,R,47,0.9574468085106383,0.68863014,11.5
0,house,J000297,Jenkins,WV,3,Republican,91,0.967032967032967,0.95435644,49.2
115,house,J000297,Jenkins,WV,3,R,91,0.967032967032967,0.95435644,49.2
0,house,J000298,Jayapal,WA,7,Democrat,142,0.08450704225352113,0.10841385,-69.9
115,house,J000298,Jayapal,WA,7,D,95,0.11578947368421053,0.15053453,-69.9
116,house,J000298,Jayapal,WA,7,D,47,0.02127659574468085,0.0232763,-69.9
0,house,J000299,Johnson,LA,4,Republican,136,0.9338235294117647,0.93920417,24
115,house,J000299,Johnson,LA,4,R,93,0.9139784946236559,0.9364328,24
116,house,J000299,Johnson,LA,4,R,43,0.9767441860465116,0.94519805,24
0,house,J000301,Johnson,SD,0,Republican,47,0.8723404255319149,0.94920275,29.79332222
116,house,J000301,Johnson,SD,0,R,47,0.8723404255319149,0.94920275,29.79332222
0,house,J000302,Joyce,PA,13,Republican,47,0.9787234042553191,0.96962799,45.7
116,house,J000302,Joyce,PA,13,R,47,0.9787234042553191,0.96962799,45.7
0,house,J000303,Jones,MI,13,Democrat,3,0.6666666666666666,0.66132436000000006,-60.7
115,house,J000303,Jones,MI,13,D,3,0.6666666666666666,0.66132436000000006,-60.7
0,house,K000009,Kaptur,OH,9,Democrat,140,0.17142857142857143,0.21220918,-22.2
115,house,K000009,Kaptur,OH,9,D,93,0.23655913978494625,0.29690569,-22.2
116,house,K000009,Kaptur,OH,9,D,47,0.0425531914893617,0.04461822,-22.2
0,house,K000188,Kind,WI,3,Democrat,137,0.22627737226277372,0.65239087,4.5
115,house,K000188,Kind,WI,3,D,92,0.31521739130434784,0.7795032,4.5
116,house,K000188,Kind,WI,3,D,45,0.044444444444444446,0.39251677,4.5
0,house,K000210,King,NY,2,Republican,140,0.8428571428571429,0.76012858,9.1
115,house,K000210,King,NY,2,R,94,0.8617021276595744,0.84273084,9.1
116,house,K000210,King,NY,2,R,46,0.8043478260869565,0.59133264,9.1
